sku,name,store_view_code,dimension,dimensions_mm,i1out,operating_temperature_range,total_output_power_w,v1out_vdc,v2out_vdc,vin_range,series
4402002-1,,murataps_store_view,1U x 2.15 x 9.32,1U x 54.5 x 236.6,66.7,-5 to 50,800,12,12,90 to 305,D1U54P
4402001-1,,murataps_store_view,1U x 2.15 x 9.32,1U x 54.5 x 236.6,66.7,-5 to 50,800,12,12,90 to 305,D1U54P
4401966-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,166.7,-5 to 50,2000,12,5,90 to 264,D1U54P-W-2000-12-HxxC
4401959-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,166.7,-5 to 50,2000,12,5,90 to 264,D1U54P-W-2000-12-HxxC
4401965-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,166.7,-5 to 50,2000,12,12,90 to 264,D1U54P-W-2000-12-HxxC
4401958-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,166.7,-5 to 50,2000,12,12,90 to 264,D1U54P-W-2000-12-HxxC
4401967-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,166.7,-5 to 50,2000,12,3.3,90 to 264,D1U54P-W-2000-12-HxxC
4401960-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,166.7,-5 to 50,2000,12,3.3,90 to 264,D1U54P-W-2000-12-HxxC
4401910-1,,murataps_store_view,1U x 2.15 x 9.0,1U x 54.5 x 228.6,37.5,-5 to 50,460,12,5,90 to 264,N/A
8401909-1,,murataps_store_view,1U x 2.15 x 9.0,1U x 54.5 x 228.6,37.5,-5 to 50,460,12,5,90 to 264,N/A
8401908-1,,murataps_store_view,1U x 2.15 x 9.0,1U x 54.5 x 228.6,37.5,-5 to 50,462,12,12,90 to 264,N/A
8401907-1,,murataps_store_view,1U x 2.15 x 9.0,1U x 54.5 x 228.6,37.5,-5 to 50,462,12,12,90 to 264,N/A
4401877-1,,murataps_store_view,1U x 2.15 x 9.0,1U x 54.5 x 228.6,54.2,-5 to 50,674.4,12,12,90 to 264,N/A
4401876-1,,murataps_store_view,1U x 2.15 x 9.0,1U x 54.5 x 228.6,54.2,-5 to 50,674.4,12,12,90 to 264,N/A
cPCI-A-3U-200C,,murataps_store_view,6.7x5.1x1.6,170x129x40,25,-5 to 55,200,5,3.3,90 to 264,N/A
8401782,,murataps_store_view,1U x 4 x 13.56,1U x 101.60 x 344.47,40,-5 to 55,2103.75,52.5,5,40 to 72,N/A
4401722-3,,murataps_store_view,1U x 4 x 13.56,1U x 101.60 x 344.47,40,-5 to 55,2163.75,54,5,40 to 72,N/A
4401970-1,,murataps_store_view,1U x 2.15 x 9.32,1U x 54.5 x 236.6,66.7,-5 to 55,800,12,12,40 to 72,D1U54-D
4401971-1,,murataps_store_view,1U x 2.15 x 9.32,1U x 54.5 x 236.6,66.7,-5 to 55,800,12,12,40 to 72,D1U54-D
4401842-1,,murataps_store_view,1U x 3.20 x 11.00,1U x 81.30 x 279.40,108.3,0 to 40,1300,12,5,90 to 264,N/A
4401820-1,,murataps_store_view,1U x 3.20 x 11.00,1U x 81.30 x 279.40,108.3,0 to 40,1300,12,3.3,90 to 264,N/A
4401706-1,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,180,0 to 40,2206.6,12,5,90 to 264,N/A
4401707-5,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,180,0 to 40,2201.4,12,3.3,90 to 264,N/A
C1U-W-1200-12-TA1C,,murataps_store_view,1.67 x 5 x 14.22,42.50 x 127 x 361.20,98.3,0 to 50,1200,12,5,90 to 264,N/A
C1U-W-1200-12-TA2C,,murataps_store_view,1.67 x 5 x 14.22,42.50 x 127 x 361.20,98.3,0 to 50,1200,12,5,90 to 264,N/A
C1U-W-1200-12-TC1C,,murataps_store_view,1.67 x 5 x 14.22,42.50 x 127 x 361.20,98.3,0 to 50,1200,12,3.3,90 to 264,N/A
C1U-W-1200-12-TC2C,,murataps_store_view,1.67 x 5 x 14.22,42.50 x 127 x 361.20,98.3,0 to 50,1200,12,3.3,90 to 264,N/A
C1U-W-1200-48-TA1C,,murataps_store_view,1.67 x 5 x 14.22,42.50 x 127 x 361.20,24.6,0 to 50,1200,48,5,90 to 264,N/A
C1U-W-1200-48-TA2C,,murataps_store_view,1.67 x 5 x 14.22,42.50 x 127 x 361.20,24.6,0 to 50,1200,48,5,90 to 264,N/A
C1U-W-1200-48-TB1C,,murataps_store_view,1U x 5 x 14.22,1U x 127 x 361.20,24.6,0 to 50,1200,48,12,90 to 264,N/A
C1U-W-1200-48-TB2C,,murataps_store_view,1U x 5 x 14.22,1U x 127 x 361.20,24.6,0 to 50,1200,48,12,90 to 264,N/A
C1U-W-1200-48-TC1C,,murataps_store_view,1U x 5 x 14.22,1U x 127 x 361.20,24.6,0 to 50,1200,48,3.3,90 to 264,N/A
C1U-W-1200-48-TC2C,,murataps_store_view,1U x 5 x 14.22,1U x 127 x 361.20,24.6,0 to 50,1200,48,3.3,90 to 264,N/A
4600172,,murataps_store_view,6.68 x 3.93 x 5.07,169.58 x 100 x 128.7,25,0 to 50,200,5,3.3,90 to 264,CPCI200A
4401809-1,,murataps_store_view,1U x 3.20 x 11.00,1U x 81.30 x 279.40,133,0 to 50,1620,12,3.3,40 to 72,N/A
4401699-6,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,180,0 to 50,2206.6,12,5,90 to 264,N/A
4401708-2,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,180,0 to 50,2201.4,12,3.3,90 to 264,N/A
D1U4-W-1200-12-HA1C,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,98.3,0 to 50,1200,12,5,90 to 264,N/A
D1U4-W-1200-12-HA2C,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,98.3,0 to 50,1200,12,5,90 to 264,N/A
D1U4-W-1200-12-HC1C,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,98.3,0 to 50,1200,12,3.3,90 to 264,N/A
D1U4-W-1200-12-HC2C,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,98.3,0 to 50,1200,12,3.3,90 to 264,N/A
D1U4-W-1600-12-HA1C,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,131.6,0 to 50,1600,12,5,90 to 264,N/A
D1U4-W-1600-12-HA2C,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,131.6,0 to 50,1600,12,5,90 to 264,N/A
D1U4-W-1600-12-HC1C,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,131.6,0 to 50,1600,12,3.3,90 to 264,N/A
D1U4-W-1600-12-HC2C,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,131.6,0 to 50,1600,12,3.3,90 to 264,N/A
4401793-3,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,30,0 to 50,1624,54,12,90 to 264,N/A
4401843,,murataps_store_view,1U x 4 x 14,1U x 101.60 x 355.60,30,0 to 50,1624,54,12,90 to 264,N/A
D1U-H-2800-52-HB1C,,murataps_store_view,1U x 5.5 x 11.4,1U x 140 x 289,54,0 to 50,2814,-52,12,90 to 264,N/A
D1U-H-2800-52-HB1DC,,murataps_store_view,1U x 5.5 x 11.4,1U x 140 x 289,54,0 to 50,2814,-52,12,90 to 264,D1U-H
D1U-W-1200-12-HA1C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,98.3,0 to 50,1200,12,5,90 to 264,N/A
D1U-W-1200-12-HA2,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,131,0 to 50,1200,12,5,90 to 264,N/A
D1U-W-1200-12-HA2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,98.3,0 to 50,1200,12,5,90 to 264,N/A
D1U-W-1200-12-HC1C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,98.3,0 to 50,1200,12,3.3,90 to 264,N/A
D1U-W-1200-12-HC2,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,131,0 to 50,1200,12,3.3,90 to 264,N/A
D1U-W-1200-12-HC2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,98.3,0 to 50,1200,12,3.3,90 to 264,N/A
D1U-W-1200-48-HA1C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,24.6,0 to 50,1200,48,5,90 to 264,N/A
D1U-W-1200-48-HA2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,24.6,0 to 50,1200,48,5,90 to 264,N/A
D1U-W-1200-48-HB1C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,24.6,0 to 50,1200,48,12,90 to 264,N/A
D1U-W-1200-48-HB2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,24.6,0 to 50,1200,48,12,90 to 264,N/A
D1U-W-1200-48-HC1C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,24.6,0 to 50,1200,48,3.3,90 to 264,N/A
D1U-W-1200-48-HC2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,24.6,0 to 50,1200,48,3.3,90 to 264,N/A
D1U-W-1600-12-HA1C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,131.6,0 to 50,1600,12,5,90 to 264,N/A
D1U-W-1600-12-HA2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,131.6,0 to 50,1600,12,5,90 to 264,N/A
D1U-W-1600-12-HC1C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,131.6,0 to 50,1600,12,3.3,90 to 264,N/A
D1U-W-1600-12-HC2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,131.6,0 to 50,1600,12,3.3,90 to 264,N/A
D1U-W-1600-48-HA1C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1600,48,5,90 to 264,N/A
D1U-W-1600-48-HA2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1620,48,5,90 to 264,N/A
D1U-W-1600-48-HB1C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1600,48,12,90 to 264,N/A
D1U-W-1600-48-HB2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1620.4,48,12,90 to 264,N/A
D1U-W-1600-48-HC1C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1600,48,3.3,90 to 264,N/A
D1U-W-1600-48-HC2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1600,48,3.3,90 to 264,N/A
D1U-W-2000-48-HA2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,41.3,0 to 50,2002.4,48,5,90 to 264,N/A
D1U-W-2000-48-HB2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,41.3,0 to 50,2002.8,48,12,90 to 264,N/A
4401570,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,41.3,0 to 50,2002.8,48,12,90 to 264,N/A
D1U-W-2000-48-HC2C,,murataps_store_view,1U x 4.75 x 12,1U x 120.65 x 304.80,41.3,0 to 50,1997.25,48,3.3,90 to 264,D1U-W
4401726-1,,murataps_store_view,2U x 5.1 x 18,2U x 129.5 x 455.9,129.629,0 to 50,7020,54,3.3 or 5 (Selectable),180 to 525,N/A
S1U-3X-16-A-12-RC,,murataps_store_view,1U x 17.3 x 16,1U x 439.42 x 406.40,394.8,0 to 50,4800,12,,90 to 264,N/A
S1U-3X-16-A-48-RC,,murataps_store_view,1U x 17.3 x 16,1U x 439.42 x 406.40,123.9,0 to 50,6000,48,,90 to 264,N/A
4401853-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,100,0 to 55,1220,12,5,40 to 72,N/A
4401851-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,100,0 to 55,1220,12,5,40 to 72,N/A
4401852-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,100,0 to 55,1219.8,12,3.3,40 to 72,N/A
4401828-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,100,0 to 55,1219.8,12,3.3,40 to 72,N/A
4401802-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,100,0 to 60,1215,12,5,90 to 264,N/A
4401803-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,100,0 to 60,1215,12,5,90 to 264,N/A
4401801-1,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,100,0 to 60,1210,12,3.3,90 to 264,N/A
4401792-2,,murataps_store_view,1U x 2.15 x 12.66,1U x 54.5 x 321.5,100,0 to 60,1210,12,3.3,90 to 264,N/A
8978305,,murataps_store_view,,,,0 to 60,,,,,DMR20-0/5
8978300,,murataps_store_view,,,,0 to 60,,,,,DMR20-0/5
8978302,,murataps_store_view,,,,0 to 60,,,,,DMR20-4/20
8978304,,murataps_store_view,,,,0 to 60,,,,,DMR20-4/20
8978301,,murataps_store_view,,,,0 to 60,,,,,DMR20-4/20
LME0305SC,,murataps_store_view,0.38 x 0.45 x 0.27,9.8 x 11.5 x 6.8,0.05,0 to 70,0.25,5,,2.97 to 3.63,N/A
8999937,,murataps_store_view,2.3 x 1.45 x 0.57,58.4 x 36.8 x 14.47,100,-40 to 85,800,8,,36 to 60,DRQ-8/100-L48NBxxxx-C
8928139,,murataps_store_view,1.44 x 1.04 x 0.50,36.6 x 26.4 x 12.7,10,-40 to 85,50,5,,9 to 36,IRS-Q12
782100/33VC,,murataps_store_view,,,,,,,,,782100
782100/35JVC,,murataps_store_view,,,,,,,,,782100
782100/35JVC-R,,murataps_store_view,,,,,,,,,782100
782100/53VC,,murataps_store_view,,,,,,,,,782100
782100/55JVC,,murataps_store_view,,,,,,,,,782100
782100/55JVC-R,,murataps_store_view,,,,,,,,,782100
782485/35C,,murataps_store_view,,,,,,,,,782485
782485/55C,,murataps_store_view,,,,,,,,,782485
8999506,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,35,,420,12,,36 to 75,N/A
8999550,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,35,,420,12,,36 to 75,N/A
HPR211,,murataps_store_view,0.34 x 2.21 x 0.4,8.6 x 56.1 x 10.2,25,,3,4 x 15,,10.8 to 13.2,N/A
HPR211C,,murataps_store_view,0.34 x 2.21 x 0.4,8.6 x 56.1 x 10.2,25,,3,4 x 15,,10.8 to 13.2,N/A
SLC100-29,,murataps_store_view,1.45 x 2.28 x 0.4,36.8 x 57.9 x 10.2,25,,30,1.2,,36 to 75,N/A
SLC100-3,,murataps_store_view,1.45 x 2.28 x 0.4,36.8 x 57.9 x 10.2,25,,30,1.2,,36 to 75,N/A
SLC100-30,,murataps_store_view,1.45 x 2.28 x 0.4,36.8 x 57.9 x 10.2,25,,37.5,1.5,,36 to 75,N/A
SLC100-31,,murataps_store_view,1.45 x 2.28 x 0.4,36.8 x 57.9 x 10.2,25,,45,1.8,,36 to 75,N/A
SLC100-32,,murataps_store_view,1.45 x 2.28 x 0.4,36.8 x 57.9 x 10.2,25,,50,2,,36 to 75,N/A
SLC100-33,,murataps_store_view,1.45 x 2.28 x 0.4,36.8 x 57.9 x 10.2,25,,62.5,2.5,,36 to 75,N/A
SLC100-34,,murataps_store_view,1.45 x 2.28 x 0.4,36.8 x 57.9 x 10.2,25,,82.5,3.3,,36 to 75,N/A
8970235,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,40,,60,1.5,,18 to 36,N/A
8970236,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,40,,60,1.5,,18 to 36,N/A
8170122,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,10,,120,12,,36 to 75,N/A
8970122,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,10,,120,12,,36 to 75,N/A
8170123,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,10,,120,12,,36 to 75,N/A
8970123,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,10,,120,12,,36 to 75,N/A
8170117,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,8,,96,12,,18 to 36,N/A
8170116,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,8,,96,12,,18 to 36,N/A
8170916,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,8,,96,12,,18 to 36,N/A
8170283,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,7,,105,15,,18 to 36,N/A
8170284,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,7,,105,15,,18 to 36,N/A
8170131,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,7,,105,15,,36 to 75,N/A
8970131,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,7,,105,15,,36 to 75,N/A
8170141,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,7,,105,15,,36 to 75,N/A
8970141,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,7,,105,15,,36 to 75,N/A
8170147,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,5.6,,100.8,18,,18 to 36,N/A
8170146,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,5.6,,100.8,18,,18 to 36,N/A
8170145,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,6,,108,18,,36 to 75,N/A
8970145,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,6,,108,18,,36 to 75,N/A
8170144,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,6,,108,18,,36 to 75,N/A
8970144,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,6,,108,18,,36 to 75,N/A
8970219,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,35,,87.5,2.5,,18 to 36,N/A
8970218,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,35,,87.5,2.5,,18 to 36,N/A
8170217,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,40,,100,2.5,,36 to 75,N/A
8970217,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,40,,100,2.5,,36 to 75,N/A
8170215,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,40,,100,2.5,,36 to 75,N/A
8970215,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,40,,100,2.5,,36 to 75,N/A
8970214,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,30,,99,3.3,,18 to 36,N/A
8971213,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,30,,99,3.3,,18 to 36,N/A
8971212,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,35,,115.5,3.3,,36 to 75,N/A
8970211,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,35,,115.5,3.3,,36 to 75,N/A
8970210,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,20,,100,5,,18 to 36,N/A
8971203,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,20,,100,5,,36 to 75,N/A
8971202,,murataps_store_view,1.45 x 2.3 x 0.5,36.8 x 58.4 x 12.7,20,,100,5,,36 to 75,N/A
