sku,name,current_rating,inductors_dc_current_max_a,dc_resistance_max,inductors_dc_resist_max_mom,cmc_dc_resistance_max_mom,dc_resistance_secondary_max,dimension,dimensions_mm,inductors_height_inch,as_tran_height_inch,cs_tran_height_inch,p_tran_height_inch,p_tran_interwind_capac_max_pf,isolation_voltage,as_tran_isolation_voltage_vrms,p_tran_isolation_voltage_vrms,max_leakage_inductance,p_tran_pri_dc_resist_max_om,primary_inductance_typical,rohs_6,turn_ratio,as_tran_turn_ratio,p_tran_turn_ratio,volt_time_product,store_view_code,errors
78613/3JC,,,,0.25,,,,,,,,,0.25,,1000,1000,1000,,0.25,,Yes,1CT:1,,"1CT to 1",,murataps_store_view,
78613/3JC,78613/3JC,,,0.25,,,,,,,,,0.25,,1000,1000,1000,,0.25,,Yes,1CT:1,,"1CT to 1",,,
78613/4C,,,,0.2,,,,,,,,,0.25,,1000,,1000,,0.2,,Yes,1CT:1,,"1CT to 1",,murataps_store_view,
78613/4C,78613/4C,,,0.2,,,,,,,,,0.25,,1000,,1000,,0.2,,Yes,1CT:1,,"1CT to 1",,,
78613/4JC,,,,0.2,,,,,,,,,0.25,,1000,1000,1000,,0.2,,Yes,1CT:1,,"1CT to 1",,murataps_store_view,
78613/4JC,78613/4JC,,,0.2,,,,,,,,,0.25,,1000,1000,1000,,0.2,,Yes,1CT:1,,"1CT to 1",,,
78613/8C,,,,0.48,,,,,,,,,0.25,,1000,,1000,,0.48,,Yes,1CT:1,,"1CT to 1",,murataps_store_view,
78613/8C,78613/8C,,,0.48,,,,,,,,,0.25,,1000,,1000,,0.48,,Yes,1CT:1,,"1CT to 1",,,
78613/8JC,,,,0.48,,,,,,,,,0.25,,1000,1000,1000,,0.48,,Yes,1CT:1,,"1CT to 1",,murataps_store_view,
78613/8JC,78613/8JC,,,0.48,,,,,,,,,0.25,,1000,1000,1000,,0.48,,Yes,1CT:1,,"1CT to 1",,,
78613/9C,,,,1.33,,,,,,,,,0.25,,1000,,1000,,1.33,,Yes,1CT:1,,"1CT to 1",,murataps_store_view,
78613/9C,78613/9C,,,1.33,,,,,,,,,0.25,,1000,,1000,,1.33,,Yes,1CT:1,,"1CT to 1",,,
78613/9JC,,,,1.33,,,,,,,,,0.25,,1000,1000,1000,,1.33,,Yes,1CT:1,,"1CT to 1",,murataps_store_view,
78613/9JC,78613/9JC,,,1.33,,,,,,,,,0.25,,1000,1000,1000,,1.33,,Yes,1CT:1,,"1CT to 1",,,
782482/33VC,,,,0.6,,,,,,,0.25,,,,,4000,,8,,,Yes,1CT:1.3CT,"1CT to 1.33CT",,13,murataps_store_view,
782482/33VC,782482/33VC,,,0.6,,,,,,,0.25,,,,,4000,,8,,,Yes,1CT:1.3CT,"1CT to 1.33CT",,13,,
782485/55C,,,,0.6,,,,,,,0.25,,,,,2500,,,,,Yes,1CT:1.5CT,,,19,murataps_store_view,
782485/55C,782485/55C,,,0.6,,,,,,,0.25,,,,,2500,,,,,Yes,1CT:1.5CT,,,19,,
76615/1C,,,,1,,,,"0.50 x 0.35 x 0.25","12.7 x 8.89 x 6.35",,,,0.25,75,500,,500,,1,,Yes,1CT:1CT,,"1CT to 1CT",45,murataps_store_view,
76615/1C,76615/1C,,,1,,,,"0.50 x 0.35 x 0.25","12.7 x 8.89 x 6.35",,,,0.25,75,500,,500,,1,,Yes,1CT:1CT,,"1CT to 1CT",45,,
78615/16C,,,,0.87,,,,,,,,,0.25,,1000,,1000,,0.87,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/16C,78615/16C,,,0.87,,,,,,,,,0.25,,1000,,1000,,0.87,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/16JC,,,,0.92,,,,,,,,,0.25,,1000,1000,1000,,0.92,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/16JC,78615/16JC,,,0.92,,,,,,,,,0.25,,1000,1000,1000,,0.92,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/1C,,,,0.6,,,,,,,,,0.25,,1000,,1000,,0.6,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/1C,78615/1C,,,0.6,,,,,,,,,0.25,,1000,,1000,,0.6,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/1JC,,,,0.6,,,,,,,,,0.25,,1000,1000,1000,,0.6,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/1JC,78615/1JC,,,0.6,,,,,,,,,0.25,,1000,1000,1000,,0.6,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/2C,,,,0.34,,,,,,,,,0.25,,1000,,1000,,0.34,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/2C,78615/2C,,,0.34,,,,,,,,,0.25,,1000,,1000,,0.34,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/2JC,,,,0.34,,,,,,,,,0.25,,1000,1000,1000,,0.34,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/2JC,78615/2JC,,,0.34,,,,,,,,,0.25,,1000,1000,1000,,0.34,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/3C,,,,0.24,,,,,,,,,0.25,,1000,,1000,,0.24,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/3C,78615/3C,,,0.24,,,,,,,,,0.25,,1000,,1000,,0.24,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/3JC,,,,0.24,,,,,,,,,0.25,,1000,1000,1000,,0.24,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/3JC,78615/3JC,,,0.24,,,,,,,,,0.25,,1000,1000,1000,,0.24,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/4C,,,,0.17,,,,,,,,,0.25,,1000,,1000,,0.17,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/4C,78615/4C,,,0.17,,,,,,,,,0.25,,1000,,1000,,0.17,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/4JC,,,,0.17,,,,,,,,,0.25,,1000,1000,1000,,0.17,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/4JC,78615/4JC,,,0.17,,,,,,,,,0.25,,1000,1000,1000,,0.17,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/8C,,,,0.45,,,,,,,,,0.25,,1000,,1000,,0.45,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/8C,78615/8C,,,0.45,,,,,,,,,0.25,,1000,,1000,,0.45,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/8JC,,,,0.45,,,,,,,,,0.25,,1000,1000,1000,,0.45,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/8JC,78615/8JC,,,0.45,,,,,,,,,0.25,,1000,1000,1000,,0.45,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/9C,,,,1.33,,,,,,,,,0.25,,1000,,1000,,1.33,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/9C,78615/9C,,,1.33,,,,,,,,,0.25,,1000,,1000,,1.33,,Yes,1CT:1CT,,"1CT to 1CT",,,
78615/9JC,,,,1.45,,,,,,,,,0.25,,1000,1000,1000,,1.45,,Yes,1CT:1CT,,"1CT to 1CT",,murataps_store_view,
78615/9JC,78615/9JC,,,1.45,,,,,,,,,0.25,,1000,1000,1000,,1.45,,Yes,1CT:1CT,,"1CT to 1CT",,,
782485/35C,,,,0.5,,,,,,,0.25,,,,,2500,,,,,Yes,1CT:2.2CT,,,12,murataps_store_view,
782485/35C,782485/35C,,,0.5,,,,,,,0.25,,,,,2500,,,,,Yes,1CT:2.2CT,,,12,,
1007C,,,,2.9,,,,,,,,,0.62,55,2000,,2000,,2.9,,Yes,,,"1 to 1 to 1",,murataps_store_view,
1007C,1007C,,,2.9,,,,,,,,,0.62,55,2000,,2000,,2.9,,Yes,,,"1 to 1 to 1",,,
1009C,,,,13.4,,,,,,,,,0.62,71,2000,,2000,,13.4,,Yes,,,"1 to 1 to 1",,murataps_store_view,
1009C,1009C,,,13.4,,,,,,,,,0.62,71,2000,,2000,,13.4,,Yes,,,"1 to 1 to 1",,,
1013C,,,,2,,,,,,,,,0.62,585,500VDC,,500,,2,,Yes,,,"1 to 1 to 1",,murataps_store_view,
1013C,1013C,,,2,,,,,,,,,0.62,585,500VDC,,500,,2,,Yes,,,"1 to 1 to 1",,,
1016C,,,,1.2,,,,,,,,,0.62,23,3500,,3500,,1.2,,Yes,,,"1 to 1",,murataps_store_view,
1016C,1016C,,,1.2,,,,,,,,,0.62,23,3500,,3500,,1.2,,Yes,,,"1 to 1",,,
1017C,,,,0.4,,,,,,,,,0.62,20,4000,,4000,,0.4,,Yes,,,"1 to 1",,murataps_store_view,
1017C,1017C,,,0.4,,,,,,,,,0.62,20,4000,,4000,,0.4,,Yes,,,"1 to 1",,,
1024C,,,,2.5,,,,,,,,,0.62,25,2000,,2000,,2.5,,Yes,,,"1.2CT to 1CT",,murataps_store_view,
1024C,1024C,,,2.5,,,,,,,,,0.62,25,2000,,2000,,2.5,,Yes,,,"1.2CT to 1CT",,,
1025C,,,,8.7,,,,,,,,,0.62,83,2000,,2000,,8.7,,Yes,,,"2 to 1 to 1",,murataps_store_view,
1025C,1025C,,,8.7,,,,,,,,,0.62,83,2000,,2000,,8.7,,Yes,,,"2 to 1 to 1",,,
1026C,,,,4,,,,,,,,,0.62,62,2000,,2000,,4,,Yes,,,"1 to 1 to 1",,murataps_store_view,
1026C,1026C,,,4,,,,,,,,,0.62,62,2000,,2000,,4,,Yes,,,"1 to 1 to 1",,,
1082C,,,,1.1,,,,,,,,,0.62,1.1,2000,,2000,,1.1,,Yes,,,"100 to 1",,murataps_store_view,
1082C,1082C,,,1.1,,,,,,,,,0.62,1.1,2000,,2000,,1.1,,Yes,,,"100 to 1",,,
1410313C,,,13,,9,,,"0.551 x 1.063 x 0.961","14 x 27 x 24.4",0.551,,,,,,,,,,,Yes,,,,,murataps_store_view,
1410313C,1410313C,,13,,9,,,"0.551 x 1.063 x 0.961","14 x 27 x 24.4",0.551,,,,,,,,,,,Yes,,,,,,
1410454C,,,5.4,,46,,,"0.551 x 1.039 x 0.961","14 x 26.4 x 24.4",0.551,,,,,,,,,,,Yes,,,,,murataps_store_view,
1410454C,1410454C,,5.4,,46,,,"0.551 x 1.039 x 0.961","14 x 26.4 x 24.4",0.551,,,,,,,,,,,Yes,,,,,,
1410516C,,,1.6,,460,,,"0.551 x 1.008 x 0.961","14 x 25.6 x 24.4",0.551,,,,,,,,,,,Yes,,,,,murataps_store_view,
1410516C,1410516C,,1.6,,460,,,"0.551 x 1.008 x 0.961","14 x 25.6 x 24.4",0.551,,,,,,,,,,,Yes,,,,,,
1410605C,,,0.5,,3600,,,"0.728 x 0.992 x 0.961","18.5 x 25.2 x 24.4",0.728,,,,,,,,,,,Yes,,,,,murataps_store_view,
1410605C,1410605C,,0.5,,3600,,,"0.728 x 0.992 x 0.961","18.5 x 25.2 x 24.4",0.728,,,,,,,,,,,Yes,,,,,,
1410606C,,,0.6,,2600,,,"0.858 x 1.217 x 1.173","21.8 x 30.9 x 29.8",0.858,,,,,,,,,,,Yes,,,,,murataps_store_view,
1410606C,1410606C,,0.6,,2600,,,"0.858 x 1.217 x 1.173","21.8 x 30.9 x 29.8",0.858,,,,,,,,,,,Yes,,,,,,
1415449C,,,4.9,,55,,,"0.728 x 1.039 x 0.961","18.5 x 26.4 x 24.4",0.728,,,,,,,,,,,Yes,,,,,murataps_store_view,
1415449C,1415449C,,4.9,,55,,,"0.728 x 1.039 x 0.961","18.5 x 26.4 x 24.4",0.728,,,,,,,,,,,Yes,,,,,,
1415513C,,,1.3,,680,,,"0.551 x 1.004 x 0.961","14 x 25.5 x 24.4",0.551,,,,,,,,,,,Yes,,,,,murataps_store_view,
1415513C,1415513C,,1.3,,680,,,"0.551 x 1.004 x 0.961","14 x 25.5 x 24.4",0.551,,,,,,,,,,,Yes,,,,,,
1415514C,,,1.4,,550,,,"0.728 x 1.008 x 0.961","18.5 x 25.6 x 24.4",0.728,,,,,,,,,,,Yes,,,,,murataps_store_view,
1415514C,1415514C,,1.4,,550,,,"0.728 x 1.008 x 0.961","18.5 x 25.6 x 24.4",0.728,,,,,,,,,,,Yes,,,,,,
1415604C,,,0.4,,5500,,,"0.728 x 0.988 x 0.961","18.5 x 25.1 x 24.4",0.728,,,,,,,,,,,Yes,,,,,murataps_store_view,
1415604C,1415604C,,0.4,,5500,,,"0.728 x 0.988 x 0.961","18.5 x 25.1 x 24.4",0.728,,,,,,,,,,,Yes,,,,,,
1422311C,,,11,,14,,,"0.551 x 1.063 x 0.961","14 x 27 x 24.4",0.551,,,,,,,,,,,Yes,,,,,murataps_store_view,
1422311C,1422311C,,11,,14,,,"0.551 x 1.063 x 0.961","14 x 27 x 24.4",0.551,,,,,,,,,,,Yes,,,,,,
1422509C,,,0.9,,1000,,,"0.551 x 0.996 x 0.961","14 x 25.3 x 24.4",0.551,,,,,,,,,,,Yes,,,,,murataps_store_view,
1422509C,1422509C,,0.9,,1000,,,"0.551 x 0.996 x 0.961","14 x 25.3 x 24.4",0.551,,,,,,,,,,,Yes,,,,,,
1422512C,,,1.2,,700,,,"0.728 x 1.008 x 0.961","18.5 x 25.6 x 24.4",0.728,,,,,,,,,,,Yes,,,,,murataps_store_view,
1422512C,1422512C,,1.2,,700,,,"0.728 x 1.008 x 0.961","18.5 x 25.6 x 24.4",0.728,,,,,,,,,,,Yes,,,,,,
1433393C,,,9.3,,17,,,"0.551 x 1.063 x 0.961","14 x 27 x 24.4",0.551,,,,,,,,,,,Yes,,,,,murataps_store_view,
1433393C,1433393C,,9.3,,17,,,"0.551 x 1.063 x 0.961","14 x 27 x 24.4",0.551,,,,,,,,,,,Yes,,,,,,
1433433C,,,3.3,,120,,,"0.728 x 1.031 x 0.961","18.5 x 26.2 x 24.4",0.728,,,,,,,,,,,Yes,,,,,murataps_store_view,
1433433C,1433433C,,3.3,,120,,,"0.728 x 1.031 x 0.961","18.5 x 26.2 x 24.4",0.728,,,,,,,,,,,Yes,,,,,,
1433512C,,,1.2,,930,,,"0.858 x 1.220 x 1.173","21.8 x 31 x 29.8",0.858,,,,,,,,,,,Yes,,,,,murataps_store_view,
1433512C,1433512C,,1.2,,930,,,"0.858 x 1.220 x 1.173","21.8 x 31 x 29.8",0.858,,,,,,,,,,,Yes,,,,,,
1447423C,,,2.3,,250,,,"0.551 x 1.012 x 0.961","14 x 25.7 x 24.4",0.551,,,,,,,,,,,Yes,,,,,murataps_store_view,
1447423C,1447423C,,2.3,,250,,,"0.551 x 1.012 x 0.961","14 x 25.7 x 24.4",0.551,,,,,,,,,,,Yes,,,,,,
1447427C,,,2.7,,160,,,"0.728 x 1.028 x 0.961","18.5 x 26.1 x 24.4",0.728,,,,,,,,,,,Yes,,,,,murataps_store_view,
1447427C,1447427C,,2.7,,160,,,"0.728 x 1.028 x 0.961","18.5 x 26.1 x 24.4",0.728,,,,,,,,,,,Yes,,,,,,
1447508C,,,0.8,,1600,,,"0.728 x 0.996 x 0.961","18.5 x 25.3 x 24.4",0.728,,,,,,,,,,,Yes,,,,,murataps_store_view,
1447508C,1447508C,,0.8,,1600,,,"0.728 x 0.996 x 0.961","18.5 x 25.3 x 24.4",0.728,,,,,,,,,,,Yes,,,,,,
1447509C,,,0.9,,1400,,,"0.858 x 1.217 x 1.173","21.8 x 30.9 x 29.8",0.858,,,,,,,,,,,Yes,,,,,murataps_store_view,
1447509C,1447509C,,0.9,,1400,,,"0.858 x 1.217 x 1.173","21.8 x 30.9 x 29.8",0.858,,,,,,,,,,,Yes,,,,,,
1468373C,,,7.3,,25,,,"0.728 x 1.063 x 0.961","18.5 x 27 x 24.4",0.728,,,,,,,,,,,Yes,,,,,murataps_store_view,
1468373C,1468373C,,7.3,,25,,,"0.728 x 1.063 x 0.961","18.5 x 27 x 24.4",0.728,,,,,,,,,,,Yes,,,,,,
1468420C,,,2,,300,,,"0.551 x 1.012 x 0.961","14 x 25.7 x 24.4",0.551,,,,,,,,,,,Yes,,,,,murataps_store_view,
1468420C,1468420C,,2,,300,,,"0.551 x 1.012 x 0.961","14 x 25.7 x 24.4",0.551,,,,,,,,,,,Yes,,,,,,
1468505C,,,0.5,,2880,,,"0.551 x 0.992 x 0.961","14 x 25.2 x 24.4",0.551,,,,,,,,,,,Yes,,,,,murataps_store_view,
1468505C,1468505C,,0.5,,2880,,,"0.551 x 0.992 x 0.961","14 x 25.2 x 24.4",0.551,,,,,,,,,,,Yes,,,,,,
1468507C,,,0.7,,2300,,,"0.728 x 0.992 x 0.961","18.5 x 25.2 x 24.4",0.728,,,,,,,,,,,Yes,,,,,murataps_store_view,
1468507C,1468507C,,0.7,,2300,,,"0.728 x 0.992 x 0.961","18.5 x 25.2 x 24.4",0.728,,,,,,,,,,,Yes,,,,,,
1468508C,,,0.8,,2100,,,"0.858 x 1.209 x 1.173","21.8 x 30.7 x 29.8",0.858,,,,,,,,,,,Yes,,,,,murataps_store_view,
1468508C,1468508C,,0.8,,2100,,,"0.858 x 1.209 x 1.173","21.8 x 30.7 x 29.8",0.858,,,,,,,,,,,Yes,,,,,,
22R103C,,,1.62,,50,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R103C,22R103C,,1.62,,50,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R103MC,,,2.52,,50,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R103MC,22R103MC,,2.52,,50,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R104C,,,0.67,,390,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R104C,22R104C,,0.67,,390,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R104MC,,,0.8,,390,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R104MC,22R104MC,,0.8,,390,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R105C,,,0.17,,3630,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R105C,22R105C,,0.17,,3630,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R105MC,,,0.21,,3630,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R105MC,22R105MC,,0.21,,3630,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R106C,,,0.063,,37400,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R106C,22R106C,,0.063,,37400,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R106MC,,,0.068,,37400,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R106MC,22R106MC,,0.068,,37400,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R153C,,,1.35,,70,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R153C,22R153C,,1.35,,70,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R153MC,,,2.08,,70,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R153MC,22R153MC,,2.08,,70,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R154C,,,0.52,,540,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R154C,22R154C,,0.52,,540,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R154MC,,,0.64,,540,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R154MC,22R154MC,,0.64,,540,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R155C,,,0.13,,6490,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R155C,22R155C,,0.13,,6490,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R155MC,,,0.16,,6490,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R155MC,22R155MC,,0.16,,6490,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R156C,,,0.054,,51700,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R156C,22R156C,,0.054,,51700,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R156MC,,,0.055,,49500,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R156MC,22R156MC,,0.055,,49500,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R223C,,,1.08,,90,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R223C,22R223C,,1.08,,90,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R223MC,,,1.81,,90,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R223MC,22R223MC,,1.81,,90,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R224C,,,0.43,,830,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R224C,22R224C,,0.43,,830,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R224MC,,,0.5,,830,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R224MC,22R224MC,,0.5,,830,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R225C,,,0.11,,8580,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R225C,22R225C,,0.11,,8580,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R225MC,,,0.14,,8580,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R225MC,22R225MC,,0.14,,8580,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R226C,,,0.045,,82500,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R226C,22R226C,,0.045,,82500,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R226MC,,,0.044,,82500,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R226MC,22R226MC,,0.044,,82500,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R333C,,,0.9,,140,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R333C,22R333C,,0.9,,140,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R333MC,,,1.31,,140,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R333MC,22R333MC,,1.31,,140,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R334C,,,0.38,,1210,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R334C,22R334C,,0.38,,1210,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R334MC,,,0.42,,1210,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R334MC,22R334MC,,0.42,,1210,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R335C,,,0.1,,11000,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R335C,22R335C,,0.1,,11000,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R335MC,,,0.12,,10000,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R335MC,22R335MC,,0.12,,10000,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R336C,,,0.036,,118800,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R336C,22R336C,,0.036,,118800,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R336MC,,,0.037,,110000,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R336MC,22R336MC,,0.037,,110000,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
22R473C,,,0.77,,220,,,,,0.34,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R473C,22R473C,,0.77,,220,,,,,0.34,,,,,,,,,,,Yes,,,,,,
22R473MC,,,0.99,,220,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,murataps_store_view,
22R473MC,22R473MC,,0.99,,220,,,"0.307 x 0.276 x 0.295","7.8 x 7.0 x 7.5",0.295,,,,,,,,,,,Yes,,,,,,
