sku,name,current_rating,inductors_dc_current_max_a,dc_resistance_max,inductors_dc_resist_max_mom,cmc_dc_resistance_max_mom,dc_resistance_secondary_max,dimension,dimensions_mm,inductors_height_inch,as_tran_height_inch,cs_tran_height_inch,p_tran_height_inch,p_tran_interwind_capac_max_pf,isolation_voltage,as_tran_isolation_voltage_vrms,p_tran_isolation_voltage_vrms,max_leakage_inductance,p_tran_pri_dc_resist_max_om,primary_inductance_typical,rohs_6,turn_ratio,as_tran_turn_ratio,p_tran_turn_ratio,volt_time_product,store_view_code,errors
496R8C,496R8C,,5.4,,27,,,"0.472 x 0.472 x 0.315","12 x 12 x 8",0.315,,,,,,,,,,,Yes,,,,,,
496R8SC,,,6.2,,16,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,murataps_store_view,
496R8SC,496R8SC,,6.2,,16,,,"0.48 x 0.48 x 0.315","12.2 x 12.2 x 8",0.315,,,,,,,,,,,Yes,,,,,,
50105C,,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,
50105C,50105C,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,
50225C,,0.5,,,,400,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,
50225C,50225C,0.5,,,,400,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,
50474C,,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,
50474C,50474C,0.7,,,,300,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,
50475C,,0.4,,,,700,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,murataps_store_view,
50475C,50475C,0.4,,,,700,,"0.232 x 0.366 x 0.173","5.9 x 9.3 x 4.4",,,,,,,,,,,,Yes,,,,,,
51105C,,3.3,,,,38,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,
51105C,51105C,3.3,,,,38,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,
51305C,,1.9,,,,97,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,
51305C,51305C,1.9,,,,97,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,
51504C,,4.1,,,,27,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,
51504C,51504C,4.1,,,,27,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,
51505C,,1.2,,,,197,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,murataps_store_view,
51505C,51505C,1.2,,,,197,,"0.827 x 0.394 x 0.945","21 x 10 x 24",0.945,,,,,,,,,,,Yes,,,,,,
52106C,,1.7,,,,193,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,
52106C,52106C,1.7,,,,193,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,
52305C,,3.5,,,,45,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,
52305C,52305C,3.5,,,,45,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,
52505C,,2.4,,,,91,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,
52505C,52505C,2.4,,,,91,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,
52705C,,2.2,,,,107,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,murataps_store_view,
52705C,52705C,2.2,,,,107,,"1.000 x 0.642 x 1.221","25.5 x 16.3 x 31.0",1.221,,,,,,,,,,,Yes,,,,,,
56050C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,
56050C,56050C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,
56100C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,
56100C,56100C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,
56200C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,
56200C,56200C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,
56300C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,
56300C,56300C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,
56T100C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,
56T100C,56T100C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,
56T200C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,
56T200C,56T200C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,
56T300C,,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,murataps_store_view,
56T300C,56T300C,,,,,,,"0.350 x 0.661 x 0.795","8.89 x 16.79 x 20.19",,,0.795,,,,,,,,,Yes,,,,,,
77202C,,,,0.25,,,,,,,,,0.484,40,,,2.5,,0.25,,Yes,,,"1 to 1 to 1",,murataps_store_view,
77202C,77202C,,,0.25,,,,,,,,,0.484,40,,,2.5,,0.25,,Yes,,,"1 to 1 to 1",,,
77203HVC,,,,0.24,,,,,,,,,0.484,30,,,4,,0.24,,Yes,,,"2 to 1 to 1",,murataps_store_view,
77203HVC,77203HVC,,,0.24,,,,,,,,,0.484,30,,,4,,0.24,,Yes,,,"2 to 1 to 1",,,
77204C,,,,0.86,,,,,,,,,0.484,55,,,2.5,,0.83,,Yes,,,"1 to 1",,murataps_store_view,
77204C,77204C,,,0.86,,,,,,,,,0.484,55,,,2.5,,0.83,,Yes,,,"1 to 1",,,
77205C,,,,0.9,,,,,,,,,0.484,35,,,2.5,,0.9,,Yes,,,"1 to 1 to 1",,murataps_store_view,
77205C,77205C,,,0.9,,,,,,,,,0.484,35,,,2.5,,0.9,,Yes,,,"1 to 1 to 1",,,
77208C,,,,3.6,,,,,,,,,0.484,40,,,2.5,,3.6,,Yes,,,"1 to 1 to 1",,murataps_store_view,
77208C,77208C,,,3.6,,,,,,,,,0.484,40,,,2.5,,3.6,,Yes,,,"1 to 1 to 1",,,
77209C,,,,3.5,,,,,,,,,0.484,40,,,2.5,,3.5,,Yes,,,"2 to 1 to 1",,murataps_store_view,
77209C,77209C,,,3.5,,,,,,,,,0.484,40,,,2.5,,3.5,,Yes,,,"2 to 1 to 1",,,
782100/33VC,,,,,,,,,,,0.25,,,,,4000,,8,,,Yes,,"1CT to 1.33CT",,,murataps_store_view,
782100/33VC,782100/33VC,,,,,,,,,,0.25,,,,,4000,,8,,,Yes,,"1CT to 1.33CT",,,,
782100/35JVC,,,,,,,,,,,0.25,,,,,4000,,5,,,Yes,,"1 to 2.1",,,murataps_store_view,
782100/35JVC,782100/35JVC,,,,,,,,,,0.25,,,,,4000,,5,,,Yes,,"1 to 2.1",,,,
782100/35JVC-R,,,,,,,,,,,0.25,,,,,4000,,5,,,Yes,,"1 to 2.1",,,murataps_store_view,
782100/35JVC-R,782100/35JVC-R,,,,,,,,,,0.25,,,,,4000,,5,,,Yes,,"1 to 2.1",,,,
782100/53VC,,,,,,,,,,,0.25,,,,,4000,,8,,,Yes,,"1.14CT to 1CT",,,murataps_store_view,
782100/53VC,782100/53VC,,,,,,,,,,0.25,,,,,4000,,8,,,Yes,,"1.14CT to 1CT",,,,
782100/55JVC,,,,,,,,,,,0.25,,,,,4000,,8,,,Yes,,"1 to 1.3",,,murataps_store_view,
782100/55JVC,782100/55JVC,,,,,,,,,,0.25,,,,,4000,,8,,,Yes,,"1 to 1.3",,,,
782100/55JVC-R,,,,,,,,,,,0.25,,,,,4000,,8,,,Yes,,"1 to 1.3",,,murataps_store_view,
782100/55JVC-R,782100/55JVC-R,,,,,,,,,,0.25,,,,,4000,,8,,,Yes,,"1 to 1.3",,,,
78250JC,,,,2,,,,,,,0.25,,,,1500,1500,,3,,2,Yes,,"1 to 1",,50,murataps_store_view,
78250JC,78250JC,,,2,,,,,,,0.25,,,,1500,1500,,3,,2,Yes,,"1 to 1",,50,,
78250JC-R,,,,2,,,,,,,0.25,,,,1500,1500,,3,,2,Yes,,"1 to 1",,50,murataps_store_view,
78250JC-R,78250JC-R,,,2,,,,,,,0.25,,,,1500,1500,,3,,2,Yes,,"1 to 1",,50,,
78250JVC,,,,1.8,,,,,,,0.25,,,,4000,4000,,40,,2,Yes,,"1 to 1",,50,murataps_store_view,
78250JVC,78250JVC,,,1.8,,,,,,,0.25,,,,4000,4000,,40,,2,Yes,,"1 to 1",,50,,
78250JVC-R,,,,1.8,,,,,,,0.25,,,,4000,4000,,40,,2,Yes,,"1 to 1",,50,murataps_store_view,
78250JVC-R,78250JVC-R,,,1.8,,,,,,,0.25,,,,4000,4000,,40,,2,Yes,,"1 to 1",,50,,
78253/35JC,,,,1,,,,,,,0.25,,,,1500,,,1,,0.36,Yes,,"1 to 2.27",,49,murataps_store_view,
78253/35JC,78253/35JC,,,1,,,,,,,0.25,,,,1500,,,1,,0.36,Yes,,"1 to 2.27",,49,,
78253/35JC-R,,,,1,,,,,,,0.25,,,,1500,,,1,,0.36,Yes,,"1 to 2.27",,49,murataps_store_view,
78253/35JC-R,78253/35JC-R,,,1,,,,,,,0.25,,,,1500,,,1,,0.36,Yes,,"1 to 2.27",,49,,
78253/35JVC,,,,0.5,,,,,,,0.25,,,,4000,,,5,,142,Yes,,"1 to 2.14",,30,murataps_store_view,
78253/35JVC,78253/35JVC,,,0.5,,,,,,,0.25,,,,4000,,,5,,142,Yes,,"1 to 2.14",,30,,
78253/35JVC-R,,,,0.5,,,,,,,0.25,,,,4000,,,5,,142,Yes,,"1 to 2.14",,30,murataps_store_view,
78253/35JVC-R,78253/35JVC-R,,,0.5,,,,,,,0.25,,,,4000,,,5,,142,Yes,,"1 to 2.14",,30,,
78253/55JC,,,,1.5,,,,,,,0.25,,,,1500,,,5,,0.83,Yes,,"1 to 1.31",,70,murataps_store_view,
78253/55JC,78253/55JC,,,1.5,,,,,,,0.25,,,,1500,,,5,,0.83,Yes,,"1 to 1.31",,70,,
78253/55JC-R,,,,1.5,,,,,,,0.25,,,,1500,,,5,,0.83,Yes,,"1 to 1.31",,70,murataps_store_view,
78253/55JC-R,78253/55JC-R,,,1.5,,,,,,,0.25,,,,1500,,,5,,0.83,Yes,,"1 to 1.31",,70,,
78253/55JVC,,,,0.6,,,,,,,0.25,,,,4000,,,8,,240,Yes,,"1 to 1.33",,37,murataps_store_view,
78253/55JVC,78253/55JVC,,,0.6,,,,,,,0.25,,,,4000,,,8,,240,Yes,,"1 to 1.33",,37,,
78253/55JVC-R,,,,0.6,,,,,,,0.25,,,,4000,,,8,,240,Yes,,"1 to 1.33",,37,murataps_store_view,
78253/55JVC-R,78253/55JVC-R,,,0.6,,,,,,,0.25,,,,4000,,,8,,240,Yes,,"1 to 1.33",,37,,
82102C,,,2,,58,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82102C,82102C,,2,,58,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82103C,,,0.5,,400,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82103C,82103C,,0.5,,400,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82104C,,,0.16,,3500,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82104C,82104C,,0.16,,3500,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82152C,,,1.4,,68,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82152C,82152C,,1.4,,68,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82153C,,,0.4,,560,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82153C,82153C,,0.4,,560,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82154C,,,0.13,,5900,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82154C,82154C,,0.13,,5900,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82222C,,,1.1,,104,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82222C,82222C,,1.1,,104,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82223C,,,0.32,,920,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82223C,82223C,,0.32,,920,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82224C,,,0.1,,8000,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82224C,82224C,,0.1,,8000,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82332C,,,0.95,,138,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82332C,82332C,,0.95,,138,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82333C,,,0.27,,1300,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82333C,82333C,,0.27,,1300,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82334C,,,0.08,,13500,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82334C,82334C,,0.08,,13500,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82472C,,,0.8,,190,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82472C,82472C,,0.8,,190,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82473C,,,0.25,,1690,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82473C,82473C,,0.25,,1690,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82474C,,,0.07,,16800,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82474C,82474C,,0.07,,16800,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82682C,,,0.64,,270,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82682C,82682C,,0.64,,270,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
82683C,,,0.2,,2550,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,murataps_store_view,
82683C,82683C,,0.2,,2550,,,"0.126 x 0.098 x 0.080","3.2 x 2.5 x 2.0",0.08,,,,,,,,,,,Yes,,,,,,
84102C,,,2.8,,80,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84102C,84102C,,2.8,,80,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84103C,,,0.95,,240,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84103C,84103C,,0.95,,240,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84104C,,,0.3,,2000,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84104C,84104C,,0.3,,2000,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84105C,,,0.09,,18000,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84105C,84105C,,0.09,,18000,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84132C,,,2.5,,80,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84132C,84132C,,2.5,,80,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84153C,,,0.75,,450,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84153C,84153C,,0.75,,450,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84154C,,,0.25,,3200,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84154C,84154C,,0.25,,3200,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84155C,,,0.08,,27000,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84155C,84155C,,0.08,,27000,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84223C,,,0.6,,600,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84223C,84223C,,0.6,,600,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84224C,,,0.2,,4600,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84224C,84224C,,0.2,,4600,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84225C,,,0.05,,45000,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84225C,84225C,,0.05,,45000,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84332C,,,1.5,,120,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84332C,84332C,,1.5,,120,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84333C,,,0.55,,860,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84333C,84333C,,0.55,,860,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84334C,,,0.17,,6500,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84334C,84334C,,0.17,,6500,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84472C,,,1.3,,150,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84472C,84472C,,1.3,,150,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84473C,,,0.42,,1100,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84473C,84473C,,0.42,,1100,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84474C,,,0.14,,8500,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84474C,84474C,,0.14,,8500,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84682C,,,1.05,,200,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84682C,84682C,,1.05,,200,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84683C,,,0.38,,1600,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84683C,84683C,,0.38,,1600,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
84684C,,,0.12,,11500,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,murataps_store_view,
84684C,84684C,,0.12,,11500,,,"0.177 x 0.130 x 0.102","4.5 x 3.3 x 2.6",0.102,,,,,,,,,,,Yes,,,,,,
DA101JC,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.36,,1.00-2.20,Yes,,"1 to 1",,15,murataps_store_view,
DA101JC,DA101JC,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.36,,1.00-2.20,Yes,,"1 to 1",,15,,
DA101JC-R,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.36,,1.00-2.20,Yes,,"1 to 1",,15,murataps_store_view,
DA101JC-R,DA101JC-R,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.36,,1.00-2.20,Yes,,"1 to 1",,15,,
DA102JC,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.49,,1.90-4.00,Yes,,"1 to 1",,20,murataps_store_view,
DA102JC,DA102JC,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.49,,1.90-4.00,Yes,,"1 to 1",,20,,
DA102JC-R,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.49,,1.90-4.00,Yes,,"1 to 1",,20,murataps_store_view,
DA102JC-R,DA102JC-R,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.49,,1.90-4.00,Yes,,"1 to 1",,20,,
DA103JC,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.91,,3.20-8.50,Yes,,"1 to 1",,28,murataps_store_view,
DA103JC,DA103JC,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.91,,3.20-8.50,Yes,,"1 to 1",,28,,
DA103JC-R,,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.91,,3.20-8.50,Yes,,"1 to 1",,28,murataps_store_view,
DA103JC-R,DA103JC-R,,,,,,,"0.500 x 0.354 x 0.250","12.70 x 9.00 x 6.35",,0.25,,,,,2000,,0.91,,3.20-8.50,Yes,,"1 to 1",,28,,
